Date,Region,Magnitude,Depth,Latitude,Longitude
02/12/2023,Philippine Islands Region,6.0,80,8.66,127.01
02/12/2023,"Mindanao, Philippines",7.4,20,8.53,126.47
02/12/2023,Banda Sea,5.6,144,-6.98,129.7
02/12/2023,"18 Km Southwest of Kohat, KPK",3.3,18,33.45,71.39
02/12/2023,Near Coast of Northern Chile,5.4,44,-24.52,-70.32
02/12/2023,Leeward Islands,5.6,34,16.75,-60.81
02/12/2023,Solmon Islands,5.3,160,-8.32,158.43
02/12/2023,Bangladesh,5.6,35,23.14,90.91
02/12/2023,Leeward Islands,5.0,47,16.31,-60.73
01/12/2023,Southeastern Afghanistan,3.2,117,34.23,70.24
01/12/2023,"Seram, Indonesia",4.7,17,-2.64,129.47
01/12/2023,"Seram, Indonesia",4.3,17,-2.61,129.59
01/12/2023,Myanmar-China Border Region,5.4,11,24.33,98.2
01/12/2023,"Gansu, China",5.0,13,39.22,97.32
01/12/2023,Afghanistan-Tajikistan Border Region,3.4,114,37.22,71.63
01/12/2023,Fiji Islands Region,5.0,541,-17.52,-178.77
01/12/2023,Afghanistan-Tajikistan Border Region,3.1,90,36.89,72.71
01/12/2023,Central Alaska,5.5,101,63.0,-150.53
01/12/2023,"Hindu Kush Region, Afghanistan",3.8,140,36.55,70.47
01/12/2023,Turkey,4.7,10,38.47,37.53
30/11/2023,Afghanistan-Tajikistan Border Region,4.3,130,36.54,71.44
30/11/2023,"Hindu Kush Region,Afghanistan",3.9,170,35.33,68.63
30/11/2023,"Andreanof Islands, Aleutian Islands",5.0,116,51.56,-176.87
30/11/2023,Afghanistan-Tajikistan Border Region,4.1,184,36.51,72.76
30/11/2023,"Halmahera, Indonesia",4.6,10,2.26,129.16
30/11/2023,43 Km NE of Dera Ismail khan,3.1,98,32.19,71.27
30/11/2023,87km NW of Chilas,3.2,71,35.8,73.25
30/11/2023,"Eastern New Guinea Region, P.N.G",5.0,38,-5.8,146.0
30/11/2023,40 Km Northeast of Abbotabad,3.6,33,34.48,73.45
29/11/2023,Tajikistan,4.0,150,37.61,72.07
29/11/2023,Luzon Philippines,4.6,55,13.52,123.58
29/11/2023,Tajikistan,3.7,135,38.22,68.94
29/11/2023,Southern Molucca Sea,4.5,79,-0.25,125.28
29/11/2023,Tajikistan-Xinjiang Border Region,4.5,165,37.73,74.34
29/11/2023,Afghanistan-Tajikistan Border Region,3.4,131,36.62,72.1
29/11/2023,Afghanistan-Tajikistan Border Region,3.5,114,37.17,71.86
28/11/2023,"Hindu Kush Region,Afghanistan",3.7,129,36.26,70.18
28/11/2023,Eastern Arabian peninsula,4.9,10,18.53,55.13
28/11/2023,"Hindu Kush Region,Afghanistan",3.7,110,35.73,68.55
28/11/2023,Kyrgystan-Xinjiang Border Reg.,3.7,74,41.02,79.36
28/11/2023,Southeastern Afghanistan,3.3,203,34.57,70.83
28/11/2023,Southeastern Afghanistan,3.3,120,33.35,67.95
28/11/2023,Afghanistan-Tajikistan Border Region,5.1,120,36.25,71.42
28/11/2023,Afghanistan-Tajikistan Border Region,3.2,122,36.22,71.69
28/11/2023,Windward Islands,5.6,5,12.81,-59.46
28/11/2023,"Halmahera,Indonesia",4.9,10,2.2,128.9
28/11/2023,Afghanistan-Tajikistan Border Region,4.2,240,37.24,70.94
28/11/2023,"33 Km NE of Bannu, KPK",3.2,132,33.07,70.94
28/11/2023,Vanuatu Islands Region,5.3,57,-21.2,173.79
28/11/2023,"Hindu Kush Region,Afghanistan",3.3,45,36.8,70.56
28/11/2023,Kuril Islands,4.9,50,44.52,149.14
28/11/2023,South of Panama,4.5,114,7.49,-82.59
27/11/2023,"Near N. Coast of New Guinea, PNG.",6.4,10,-3.53,144.19
27/11/2023,"Near S. Coast of  Honshu, Japan",4.3,294,34.38,137.6
27/11/2023,"Antofagasta, Chile",5.1,60,-24.57,-70.03
27/11/2023,80 km NW of Gilgit,3.2,50,36.6,73.8
27/11/2023,"Hindu Kush Region,Afghanistan",3.4,140,36.34,70.99
27/11/2023,Indian Ocean Triple Junction,5.2,41,-26.22,70.8
26/11/2023,Tajikistan,3.1,224,37.44,72.65
26/11/2023,Chile-Argentine Border Region,4.9,165,-24.02,-67.1
26/11/2023,33 Km SW of Batgram,3.0,25,34.54,72.69
26/11/2023,Afghanistan-Tajikistan Border Region,3.3,141,37.65,72.18
26/11/2023,Afghanistan-Tajikistan Border Region,3.1,110,36.47,71.15
26/11/2023,Tajikistan,4.3,140,37.5,72.23
26/11/2023,Chile-Bolivia Border Region,4.9,119,-21.33,-68.51
26/11/2023,Vanuatu Islands,5.2,57,-21.22,173.84
26/11/2023,"Ryukyu Islands, Japan",5.1,107,26.93,127.02
26/11/2023,"Mindoro, Philippines",4.9,71,13.94,121.39
26/11/2023,"Halmahera, Indonesia",4.8,142,1.36,128.14
26/11/2023,Taiwan Region,5.0,12,24.08,122.52
26/11/2023,"Off East Coast of Honshu, Japan",5.0,38,38.0,142.57
25/11/2023,"Hindu Kush Region, Afghanistan",3.4,115,36.66,70.7
25/11/2023,Southeastern Afghanistan,3.8,90,34.91,68.4
25/11/2023,Mariana Islands,5.3,25,19.95,145.48
25/11/2023,Mariana Islands,5.2,16,20.19,145.66
25/11/2023,Ecuador,4.9,115,-1.94,-77.01
25/11/2023,Panama,4.8,14,7.33,-80.05
25/11/2023,"Near N. Coast of New Guinea, PNG.",5.0,123,-4.76,145.29
25/11/2023,Mariana Islands,5.2,19,20.18,144.84
24/11/2023,Tajikistan,3.9,138,37.39,72.01
24/11/2023,Kashmir-India Border Region,3.7,40,32.73,76.15
24/11/2023,Mariana Islands,5.2,207,18.43,145.69
24/11/2023,Off Cosrt of Pakistan,3.1,14,24.84,61.78
24/11/2023,Revilla Gigedo Islands Region,5.0,45,19.89,-109.2
24/11/2023,Mariana Islands,5.0,35,20.54,145.67
24/11/2023,Mariana Islands,4.9,17,20.47,145.72
24/11/2023,"20 Km Southeast of  Kalat, Balochistan",3.8,5,28.9,66.42
24/11/2023,Mariana Islands,5.3,47,20.02,145.49
24/11/2023,Afghanistan-Tajikistan Border Region,3.7,110,37.46,71.81
24/11/2023,South of Panama,5.0,10,5.96,-82.32
24/11/2023,Mariana Islands,5.8,18,20.17,145.27
24/11/2023,Mariana Islands,6.8,18,20.18,145.48
24/11/2023,Afghanistan-Tajikistan Border Region,3.8,168,36.12,71.98
24/11/2023,Afghanistan-Tajikistan Border Region,3.3,110,36.65,71.05
23/11/2023,Turkey,5.1,5,38.14,38.54
23/11/2023,Tajikistan,4.7,60,38.76,72.06
23/11/2023,Afghanistan-Tajikistan Border Region,5.3,45,38.88,71.86
23/11/2023,Afghanistan-Tajikistan Border Region,2.5,94,36.42,72.08
23/11/2023,"Mindanao, Philippines",5.0,10,5.92,125.23
22/11/2023,"South of Timor, Indonesia",5.1,5,-12.38,121.7
22/11/2023,Tajikistan,4.0,30,38.65,72.31
22/11/2023,Banda Sea,4.6,440,-4.54,125.69
22/11/2023,"New Britain Region, P.N.G.",4.9,10,-6.91,150.8
22/11/2023,Vanuatu Islands,6.6,10,-14.99,168.01
22/11/2023,"Halmahera, Indonesia",5.9,121,1.71,127.21
22/11/2023,Tajikistan,3.8,150,38.16,72.89
22/11/2023,Tajikistan,3.4,170,37.45,72.05
21/11/2023,Fiji Islands,4.6,230,-15.84,179.7
21/11/2023,94 km NW of chilas,3.0,36,35.84,73.19
21/11/2023,7km SE of Murree,3.0,20,33.88,73.46
21/11/2023,"Eastern New Guinea Region, P.N.G",5.4,25,-9.55,148.77
21/11/2023,Central MId Atlantic Ridge,5.0,10,0.93,-28.88
20/11/2023,"20 Km Southeast of Zahedan, Pak-Iran Border Region",4.3,25,29.35,61.12
20/11/2023,"30 Km East of Shigar, GB",3.7,30,35.41,76.03
20/11/2023,Southern Iran,4.3,40,27.3,56.68
20/11/2023,Leeward Islands,5.4,10,18.28,-62.21
20/11/2023,Tyrrhenian Sea,4.9,413,39.79,13.62
20/11/2023,"Samar, Philippines",5.0,145,11.46,125.19
20/11/2023,"Hindu Kush Region, Afghanistan",3.3,118,36.54,70.63
19/11/2023,Tonga Islands,5.0,250,-17.91,-175.24
19/11/2023,"Hokkaido, Japan Region",5.8,50,41.21,142.22
19/11/2023,Tajikistan,3.4,135,37.2,72.04
19/11/2023,Tajikistan-Xinjiang Border Region,3.6,107,38.26,74.02
19/11/2023,Tajikistan,3.7,187,39.41,69.13
19/11/2023,Santa Cruz Islands,5.6,46,-12.41,166.62
19/11/2023,"Southeast of Honshu, Japan",4.8,53,30.71,141.91
19/11/2023,Mariana island,5.6,609,18.84,145.3
19/11/2023,"Leyte,Philippines",4.7,214,10.26,125.46
18/11/2023,Kyrgystan,3.3,210,41.56,72.55
18/11/2023,Vanuatu Islands,4.7,612,-13.67,171.98
18/11/2023,84 KM Northwest of Gilgit,3.3,45,36.28,73.48
18/11/2023,"Southern Sumatra, Indonesia",4.7,10,-2.94,99.93
18/11/2023,Afghanistan-Tajikistan Border Region,3.8,120,36.77,71.14
18/11/2023,"New Ireland Region, P.N.G.",5.4,60,-3.87,151.1
18/11/2023,Afghanistan-Tajikistan Border Region,5.2,207,36.5,71.19
18/11/2023,Afghanistan-Tajikistan Border Region,3.8,85,36.67,71.62
17/11/2023,"Java, Indonesia",5.0,96,-7.57,107.36
17/11/2023,Vanuatu Islands,5.3,10,-15.61,169.17
17/11/2023,Afghanistan-Tajikistan Border Region,2.1,90,37.05,71.5
17/11/2023,"Mindanao, Philippines",6.9,65,5.64,125.22
17/11/2023,Banda Sea,4.8,10,-5.99,130.26
17/11/2023,Myanmar-China Border Region,5.5,24,21.26,99.32
17/11/2023,Tajikistan,3.9,134,37.51,72.34
16/11/2023,Tajikistan,4.4,137,37.65,72.29
16/11/2023,"Hindu Kush Region, Afghanistan",3.5,147,35.72,69.36
16/11/2023,56 km Northeast of Gupis,3.1,15,36.67,73.58
16/11/2023,Tajikistan,3.6,199,37.41,72.4
16/11/2023,"Hindu Kush Region, Afghanistan",3.9,124,36.66,70.43
16/11/2023,Svalbard Region,4.8,10,76.37,6.43
16/11/2023,Afghanistan-Tajikistan Border Region,4.3,220,36.43,71.17
16/11/2023,Afghanistan-Tajikistan Border Region,3.9,187,36.27,71.4
16/11/2023,Kashmir-India Border Region,4.0,20,32.97,75.51
16/11/2023,78 km Northwest of Karimabad,3.5,78,36.86,74.07
16/11/2023,Southeast of Honshu Japan,4.5,470,30.51,137.92
16/11/2023,"Irian Jaya , Indonesia",5.8,98,-3.83,138.65
16/11/2023,35 km Southeast of Sargodha,2.0,33,31.81,72.83
15/11/2023,South of Fiji islands,5.5,506,-22.15,179.42
15/11/2023,Afghanistan-Tajikistan Border Region,4.4,110,37.26,71.99
15/11/2023,"Southern Xinjiang, China",3.9,10,37.9,76.0
15/11/2023,Southwestern Kashmir,2.3,10,33.66,74.06
15/11/2023,"Southern Xinjiang, China",3.8,45,39.39,75.76
15/11/2023,"Hindu Kush Region,Afghanistan",1.9,190,36.74,70.77
15/11/2023,Southeastern Afghanistan,3.8,30,33.51,69.87
15/11/2023,Banda Sea,5.0,5,-5.99,130.04
15/11/2023,Afghanistan-Tajikistan Border Region,5.1,112,36.46,71.39
14/11/2023,Tajikistan,4.7,228,37.26,72.29
14/11/2023,Northwestern Iran,4.4,10,38.11,47.42
14/11/2023,Tajikistan-Xinjiang Border Region,3.6,100,37.94,74.01
14/11/2023,"New Ireland Region, P.N.G",5.2,10,-3.86,150.93
14/11/2023,"New Britain Region, P.N.G.",5.6,10,-5.97,148.17
14/11/2023,Southeastern Afghanistan,3.5,174,34.1,70.58
14/11/2023,Afghanistan-Tajikistan Border Region,3.6,140,36.66,71.03
14/11/2023,South of Kermadec Islands,5.9,64,-32.96,-179.22
14/11/2023,"Southern Xinjiang, China",4.4,25,37.49,76.76
14/11/2023,South Indian Ocean,6.0,12,-4.02,87.1
14/11/2023,Banda Sea,5.1,5,-5.85,130.29
14/11/2023,"New Britain Region, P.N.G.",5.3,10,-4.1,150.92
14/11/2023,"Mindanao, Philippines",4.9,10,6.08,124.32
14/11/2023,"New Britain Region, P.N.G.",4.9,10,-4.19,150.67
13/11/2023,"Southern Xinjiang, China",4.5,8,40.66,78.72
13/11/2023,Afghanistan-Tajikistan Border Region,3.5,189,37.22,71.96
13/11/2023,Uganda,5.4,10,3.8,31.2
13/11/2023,Tajikistan,3.6,210,37.18,72.5
13/11/2023,"8 Km East of Athmuqam, Indian Occupied Kashmir",2.9,38,34.6,73.99
13/11/2023,Afghanistan-Tajikistan Border Region,3.9,101,37.16,71.04
13/11/2023,Afghanistan-Tajikistan Border Region,4.3,70,37.06,71.87
13/11/2023,Kermadec Islands Region,5.4,412,-30.65,-179.76
13/11/2023,Tajikistan-Xinjiang Border Region,5.3,175,38.21,73.38
13/11/2023,"New Ireland Region, P.N.G",5.7,10,-3.95,150.86
13/11/2023,Afghanistan-Tajikistan Border Region,3.9,164,36.46,71.41
13/11/2023,Tajikistan,4.8,155,39.5,68.9
13/11/2023,"Southern Xinjiang, China",3.8,90,40.82,79.36
12/11/2023,"Hindu Kush Region, Afghanistan",3.8,207,36.53,70.28
12/11/2023,"58 Km NE of Khuzdar, Balochistan",3.3,25,28.15,67.08
12/11/2023,"Irian Jaya Region, Indonesia",5.2,88,-3.76,140.38
12/11/2023,Afghanistan-Tajikistan Border Region,3.8,124,37.12,70.74
12/11/2023,Tajikistan,4.3,30,39.39,71.17
12/11/2023,Tonga Islands,5.1,192,-18.18,-175.37
12/11/2023,"New Ireland Region, P.N.G",5.0,10,-3.88,150.76
12/11/2023,"New Ireland Region, P.N.G",4.9,87,-3.83,150.84
12/11/2023,"New Ireland Region, P.N.G",5.2,10,-3.78,151.02
12/11/2023,"New Ireland Region, P.N.G",5.5,72,-3.67,151.19
12/11/2023,Fiji Islands Region,4.9,604,-20.75,-178.43
12/11/2023,Timor Region,5.3,51,-10.09,123.69
11/11/2023,Southwestern Afghanistan,3.9,65,32.08,63.01
11/11/2023,Banda Sea,5.5,10,-5.72,130.34
11/11/2023,Soutwestern Afghanistan,3.6,65,31.29,63.98
11/11/2023,Southeastern Afghanistan,3.3,70,34.29,70.31
11/11/2023,Southwestern Afghanistan,3.9,65,32.84,61.54
11/11/2023,Afghanistan-Tajikistan Border Region,3.9,140,37.37,71.76
10/11/2023,Banda Sea,5.5,12,-5.76,129.95
10/11/2023,Banda Sea,5.3,15,-5.97,130.1
10/11/2023,Banda Sea,5.2,10,-5.86,130.38
10/11/2023,Banda Sea,5.2,10,35.87,130.21
10/11/2023,"Kyushu, Japan",5.6,128,31.41,130.82
10/11/2023,Banda Sea,5.9,10,-6.05,130.1
10/11/2023,Iceland Region,5.1,47,36.68,22.61
10/11/2023,Iceland Region,5.0,15,63.75,22.63
10/11/2023,"Hindu Kush Region,Afghanistan",4.4,140,36.17,70.95
10/11/2023,Dominican Republic Region,5.4,27,19.6,-71.46
10/11/2023,Taiwan,5.0,12,23.38,121.65
10/11/2023,"Hindu Kush Region,Afghanistan",3.7,120,36.89,69.41
10/11/2023,Iran-Iraq Border Region,4.8,2,32.85,47.66
10/11/2023,Hindukush Region Afghanistan,3.0,210,35.12,70.72
10/11/2023,Banda Sea,5.7,10,-5.89,130.24
10/11/2023,60 Km south of Chilas,2.9,19,34.87,74.03
10/11/2023,"Hindu Kush Region,Afghanistan",3.5,220,36.89,70.9
09/11/2023,Tajikistan,4.3,135,37.56,72.27
09/11/2023,"Eastern New Guinea Region, P.N.G",5.4,89,-5.48,145.93
09/11/2023,Northern Peru,5.0,44,-6.74,-76.94
09/11/2023,Banda Sea,4.5,96,-5.92,129.12
09/11/2023,Banda Sea,5.2,10,-5.49,130.32
09/11/2023,Tajikstan,3.6,224,38.06,69.1
09/11/2023,Jordan Syria Region,5.1,10,36.52,36.57
08/11/2023,Northern India,2.9,75,27.8,75.6
08/11/2023,Banda Sea,5.1,10,-5.45,130.35
08/11/2023,Kashmir-India Border Region,2.5,15,33.54,70.09
08/11/2023,Tajikistan-Xinjiang Border Region,3.8,60,38.33,74.15
08/11/2023,Banda Sea,5.1,10,-5.95,130.22
08/11/2023,Banda Sea,4.9,10,-5.88,130.23
08/11/2023,Mariana Islands Region,5.6,339,21.5,143.35
08/11/2023,Banda Sea,6.7,10,-6.15,129.95
08/11/2023,"Southwest of Sumatra, Indonesia",4.7,10,-2.94,92.14
08/11/2023,Near North  Coast of Irian Jaya,4.6,64,-1.96,138.88
08/11/2023,"12 Km NE of Garhi Habibullah ,KPK",3.4,25,34.44,73.52
08/11/2023,Banda Sea,4.5,10,-6.22,129.55
08/11/2023,Western Texas,5.4,5,31.6,-103.87
08/11/2023,Kuril Islands,5.4,74,44.99,149.8
08/11/2023,Northwestern Iran,4.8,60,38.85,47.99
08/11/2023,Banda Sea,5.1,10,-16.03,129.9
08/11/2023,Banda Sea,5.6,130,-5.76,130.1
08/11/2023,Armenia-Azerbaijan-Iran Border Region,5.0,62,39.11,48.23
08/11/2023,Banda Sea,6.8,10,-6.43,129.6
08/11/2023,Tajikistan,4.0,99,37.6,72.25
07/11/2023,Tajikistan,4.4,198,39.11,70.37
07/11/2023,"Southern Xinjiang, China",5.3,18,40.51,77.27
07/11/2023,Mariana island,5.2,607,18.77,145.37
07/11/2023,"Southern Xinjiang, China",5.5,18,40.48,77.73
07/11/2023,Afghanistan-Tajikistan Border Region.,3.7,89,36.67,71.65
07/11/2023,30km South East of Skardu,3.0,38,35.08,75.85
07/11/2023,"Nicobar Islands, India Region",4.8,206,6.75,95.31
07/11/2023,Solomon Island,5.2,120,-8.39,161.06
07/11/2023,Solomon Island,5.2,63,-8.2,160.96
07/11/2023,Soloman Island,4.8,66,-8.28,160.97
07/11/2023,Ecuador,4.8,46,-0.93,-79.18
07/11/2023,"New Britain Region, P.N.G.",5.0,123,-4.42,152.95
06/11/2023,Solomon Island,5.1,10,-7.38,156.18
06/11/2023,Banda Sea,5.1,179,-7.56,127.8
06/11/2023,Near Coast of Central Chile,5.2,10,-33.05,-71.91
06/11/2023,Central MId Atlantic Ridge,4.9,5,-1.3,-24.1
06/11/2023,Nepal,5.0,16,28.98,82.18
06/11/2023,"Hindu Kush Region,Afghanistan",3.9,116,36.67,67.69
06/11/2023,South Indian Ocean,4.7,29,34.07,58.06
06/11/2023,"Southern Xinjiang, China",4.1,50,38.34,78.15
06/11/2023,"Southern Xinjiang, China",3.7,138,36.56,76.78
06/11/2023,Tajikistan,3.7,168,37.34,72.03
06/11/2023,80 Km North of Skardu,3.1,20,36.41,75.15
05/11/2023,"Hindu Kush Region, Afghanistan",4.6,211,36.46,67.71
05/11/2023,"Hindu Kush Region, Afghanistan",4.8,25,36.88,66.08
05/11/2023,Northwestern Uzbikistan,4.7,10,40.52,63.19
05/11/2023,"Hindu Kush Region, Afghanistan",3.3,80,36.68,70.41
05/11/2023,Tajikistan,3.9,280,38.77,69.72
05/11/2023,Near East Coast of Honshu Japan,4.9,25,37.87,141.17
05/11/2023,Southeastern Afghanistan,4.2,80,32.47,66.12
05/11/2023,"Hindu Kush Region,Afghanistan",4.2,110,36.67,70.18
05/11/2023,Vanuatu Islands,5.5,51,-20.43,169.35
05/11/2023,Southeastern Afghanistan,3.7,206,34.48,70.03
05/11/2023,"Hindu Kush Region,Afghanistan",4.5,80,36.62,67.78
05/11/2023,Tajikistan,4.2,157,37.44,72.13
05/11/2023,"Southern Sumatra, Indonesia",4.6,47,-5.26,102.43
05/11/2023,30 km Northeast of Nakyal,3.0,20,33.57,74.42
04/11/2023,"Hindu Kush Region, Afghanistan",3.6,95,36.59,70.38
04/11/2023,Tajikistan,4.8,18,37.99,73.84
04/11/2023,50 km Northwest of Chilas,2.6,15,35.76,73.73
04/11/2023,Turkmenistan-Iran Border Region,4.7,15,37.1,55.08
04/11/2023,Mariana Island Region,4.8,108,20.1,147.69
04/11/2023,"20 km SW of Uthal, Balochistan",3.8,15,25.63,66.52
04/11/2023,"16 Km North Of Beila, Balochistan",3.0,22,26.38,66.37
03/11/2023,Afghanistan-Tajikistan Border Region,3.9,214,36.53,71.31
03/11/2023,"Hindu Kush Region, Afghanistan",4.2,179,36.52,70.92
03/11/2023,"Hindu Kush Region, Afghanistan",4.3,60,36.82,68.68
03/11/2023,Nepal,6.0,30,28.92,82.1
03/11/2023,"Hindu Kush Region,Afghanistan",3.9,79,36.61,66.99
03/11/2023,"Hindu Kush Region, Afghanistan",4.4,171,36.49,67.41
03/11/2023,Afghanistan-Tajikistan Border Region,3.9,120,36.55,71.29
03/11/2023,Afghanistan-Tajikistan Border Region,4.3,82,37.07,71.72
03/11/2023,"Fiji Islands, Regioon.",5.1,564,-18.51,-178.0
03/11/2023,Southeastern Afghanistan,2.9,80,30.63,65.41
03/11/2023,Near Coast of Central Chile,5.0,35,-30.13,-71.97
03/11/2023,"Andreanof Islands, Aleutian Islands",5.1,53,52.15,-172.19
03/11/2023,Greece,5.1,10,38.75,23.41
02/11/2023,"Chiapas,Mexico",5.5,138,17.11,-94.08
02/11/2023,Tajikistan,3.7,15,37.17,73.25
02/11/2023,"Samar, Philippines",5.2,119,11.25,125.82
02/11/2023,Afghanistan-Tajikistan Border Region,3.9,151,36.8,71.23
02/11/2023,Tajikistan,4.1,50,38.15,72.73
01/11/2023,Tajikistan-Xinjiang Border Region,4.5,45,37.27,74.85
01/11/2023,Timor Region,5.9,47,-10.03,123.66
01/11/2023,Tonga Islands,5.4,5,-21.47,-172.25
01/11/2023,Southeast of Honshu Japan,4.7,168,29.67,140.39
01/11/2023,Afghanistan-Tajikistan Border Region,3.8,100,37.01,71.02
01/11/2023,"Flores Region, Indonesia",4.6,59,-8.34,121.41
01/11/2023,Andaman Island India Region,5.3,105,10.96,93.23
01/11/2023,20km North of Chikkar,2.4,13,34.33,73.69
01/11/2023,"Halmahera,Indonesia",4.5,10,1.93,128.55
01/11/2023,Northern and Central Iran,4.7,10,31.98,59.85
01/11/2023,"Fiji Islands, Regioon.",5.3,413,-15.5,-177.52
01/11/2023,"Hindu Kush Region,Afghanistan",4.0,150,36.52,70.37
01/11/2023,Afghanistan - Tajikistan Border Region,3.7,120,36.03,71.25
31/10/2023,Near S. Coast of Western Honshu,5.0,44,33.76,135.11
31/10/2023,Tajikistan-Xinjiang Border Region,4.5,75,37.51,74.75
31/10/2023,Afghanistan-Tajikistan Border Region,4.2,96,37.4,71.67
31/10/2023,Tajikistan-Xinjiang Border Region,3.8,25,37.27,74.46
31/10/2023,Tajikistan-Xinjiang Border Region,3.3,90,37.36,75.41
31/10/2023,"Eastern New Guinea Region, P.N.G",5.0,116,-5.86,146.52
31/10/2023,"Minahassa Peninsula, Sulawesi",5.1,126,-0.01,123.83
31/10/2023,"Fiji Islands, Regioon.",6.2,534,-17.56,-179.05
31/10/2023,North Westeren Afghanistan,4.0,65,34.48,62.47
31/10/2023,"Hindu Kush Region,Afghanistan",3.9,240,36.6,70.57
31/10/2023,Tjikistan-Xinjian Border Region,5.0,10,37.25,74.93
31/10/2023,Northern and Central Iran,4.7,12,32.17,59.57
31/10/2023,"11 km NE of Thandiani , Pakistan",3.2,25,34.3,73.47
31/10/2023,Afghanistan-Tajikistan Border Region,4.5,90,37.61,70.32
31/10/2023,"W. Caroline Islands, Micronesia",5.1,64,11.28,139.25
31/10/2023,"Southern Xinjiang, China",3.9,120,37.31,76.27
31/10/2023,Tajikistan-Xinjiang Border Region,4.2,78,37.2,75.24
30/10/2023,Tajikistan-Xinjiang Border Region,4.8,157,38.12,74.34
30/10/2023,Jamaica Region,5.6,5,18.2,-76.54
30/10/2023,"Southern Xinjiang, China",4.1,10,40.448,84.801
30/10/2023,"Seram, Indonesia",4.4,10,-3.24,128.35
30/10/2023,Hindu kush Region Afghanistan,3.8,268,35.9,68.18
30/10/2023,Tajikistan,3.7,144,37.09,72.08
30/10/2023,Komandorskiye  Ostrova Region,4.7,18,56.08,164.38
30/10/2023,Tajikistan-Xinjiang Border Region,3.8,128,38.29,73.03
30/10/2023,Southeastern Afghanistan,3.8,198,33.67,67.72
29/10/2023,Afghanistan-Tajikistan Border Region,5.5,157,37.21,71.93
29/10/2023,"Southeast of Honshu, Japan",3.9,112,29.25,140.74
29/10/2023,Northerm Mid Atlantic Ridge,4.4,177,43.96,-28.45
29/10/2023,Afghanistan-Tajikistan Border Region.,3.9,55,37.36,71.88
29/10/2023,Vanuatu Islands,6.0,74,-19.26,168.9
29/10/2023,"Southern Sumatra, Indonesia",4.8,64,-4.22,102.07
28/10/2023,Eastern Kashmir,3.6,21,35.82,75.52
28/10/2023,Northwestern Afghanistan,4.9,90,34.7,62.1
28/10/2023,"Hindu Kush Region,Afghanistan",3.8,136,36.66,68.55
28/10/2023,Northwestern Kashmir,2.8,16,36.26,73.86
28/10/2023,Minahassa Peninsula Sulawesi,5.1,10,1.77,120.26
28/10/2023,Banda Sea,5.3,10,7.66,125.94
28/10/2023,Southeastern Afghanistan,4.4,180,31.05,65.48
28/10/2023,Afghanistan-Tajikistan Border Region,4.3,150,37.44,71.64
28/10/2023,Vanuatu Islands,5.4,235,-13.21,167.19
28/10/2023,Mariana island,5.2,125,18.18,146.05
28/10/2023,12 Km NE of Abbottabad,2.6,12,34.22,73.13
28/10/2023,Solomon Islands,5.6,10,-10.22,161.16
28/10/2023,Solomon Island,5.2,115,-10.23,161.23
28/10/2023,Afghanistan-Tajikistan Border Region,4.3,196,36.41,71.03
28/10/2023,Fiji Islands Region,5.0,248,-20.47,-167.42
28/10/2023,Tonga Islands Region,5.9,10,-22.25,-173.33
28/10/2023,Southeastern Alaska,5.3,19,59.2,-136.45
27/10/2023,"Hindu Kush Region, Afghanistan",4.4,200,36.56,70.97
27/10/2023,"Hindu Kush Region,Afghanistan",5.0,70,36.73,68.44
27/10/2023,Tajikistan,3.5,14,37.77,72.07
27/10/2023,Northern Molucca Sea,4.4,10,2.49,127.2
27/10/2023,Northwestern Kashmir,3.0,43,36.05,73.97
26/10/2023,Tajikistan,3.5,130,37.64,72.97
26/10/2023,Northern and Central Iran,5.0,12,32.06,59.75
26/10/2023,West of  Macquarie  Island,5.6,5,-58.88,148.92
26/10/2023,"Kermadec Islands, New Zealand",5.6,10,-30.01,-177.66
26/10/2023,12 KM Southeast of Thakot Pakistan,2.9,96,34.69,72.86
25/10/2023,Afghanistan-Tajikistan Border Region,2.9,130,37.1,71.73
25/10/2023,Afghanistan-Tajikistan Border Region,4.7,110,37.3,71.88
25/10/2023,"Southern Xinjiang, China",4.7,10,36.61,83.75
25/10/2023,Solomon Island,4.5,169,-10.76,158.75
25/10/2023,Minahassa Peninsula Sulawesi,5.3,145,1.07,124.85
25/10/2023,"Hindu Kush Region,Afghanistan",3.4,120,36.4,70.65
25/10/2023,"Hindu Kush Region,Afghanistan",3.9,100,36.7,70.31
25/10/2023,Afghanistan - Tajikistan Border Region,3.8,124,36.77,71.41
25/10/2023,Tajikistan,3.8,100,37.4,73.74
25/10/2023,"Eastern New Guinea Region, P.N.G",4.7,178,-6.71,146.52
25/10/2023,Afghanistan-Tajikistan Border Region,3.8,108,37.33,71.89
24/10/2023,Iceland,4.8,36,64.68,-17.56
24/10/2023,Kuril Islands,4.6,10,49.06,154.92
24/10/2023,Xizang,4.5,57,33.52,87.33
24/10/2023,Tajikstan,3.1,154,37.6,72.6
24/10/2023,Near East Coast of Kamchatka,4.8,79,54.31,161.99
24/10/2023,"Near  South coast of Honshu, Japan",4.8,153,35.48,-139.17
